age,revenu_mensuel,anciennete_emploi,type_contrat,montant_demande,duree_pret_mois,nb_credits_actuels,historique_credit,apport_personnel,situation_familiale,nb_personnes_charge,credit_accorde
25,265000,12.0,CDI,6770000,12,1,Mauvais,2510000.0,Marié,0,0
32,287000,3.0,Fonctionnaire,4790000,60,1,Moyen,1790000.0,Célibataire,2,1
37,583000,23.0,CDI,5730000,48,2,Bon,410000.0,Marié,1,1
60,531000,17.0,Indépendant,19580000,60,4,Moyen,960000.0,Célibataire,1,1
58,384000,20.0,CDI,2840000,84,2,Bon,1130000.0,Célibataire,3,1
47,854000,17.0,CDI,16670000,60,1,Moyen,6520000.0,Marié,2,1
44,473000,4.0,Indépendant,6180000,120,0,Bon,2110000.0,Divorcé,1,1
57,346000,17.0,CDD,11710000,12,0,Bon,2510000.0,Célibataire,1,0
32,457000,8.0,CDI,13700000,36,3,Bon,4940000.0,Marié,2,0
39,292000,10.0,CDD,4820000,24,1,Moyen,480000.0,Divorcé,5,0
36,245000,,CDD,9590000,84,1,Moyen,200000.0,Célibataire,0,0
58,202000,28.0,CDD,1430000,120,1,Bon,30000.0,Marié,1,1
43,292000,1.0,Fonctionnaire,8600000,60,0,Mauvais,920000.0,Divorcé,0,0
54,305000,29.0,CDI,10910000,60,1,Bon,2570000.0,Marié,0,1
54,550000,25.0,Indépendant,15660000,84,2,Bon,1390000.0,Célibataire,2,1
31,689000,17.0,CDI,3910000,84,3,Moyen,1500000.0,Célibataire,1,1
34,469000,8.0,CDI,5160000,24,0,Moyen,310000.0,Marié,2,1
45,194000,29.0,Fonctionnaire,4810000,48,1,Moyen,1630000.0,Célibataire,1,1
24,187000,15.0,CDD,1330000,84,0,Moyen,140000.0,Marié,4,1
57,227000,4.0,CDI,7840000,12,0,Moyen,2700000.0,Marié,1,0
62,307000,14.0,CDI,5400000,24,1,Moyen,770000.0,Célibataire,1,0
38,94000,19.0,CDI,2540000,24,4,Moyen,880000.0,Marié,0,0
31,178000,1.0,Indépendant,1810000,120,1,Moyen,680000.0,Célibataire,2,1
52,149000,16.0,CDI,1900000,36,4,Bon,620000.0,Marié,2,1
30,807000,9.0,CDI,24580000,12,1,Bon,1530000.0,Marié,3,0
37,525000,25.0,Indépendant,7650000,60,5,Moyen,2170000.0,Célibataire,0,1
34,365000,8.0,Indépendant,12540000,24,0,Moyen,4480000.0,Marié,2,0
37,222000,23.0,CDI,5370000,84,1,Bon,1960000.0,Marié,2,1
26,137000,4.0,CDD,4030000,24,0,Bon,410000.0,Marié,1,0
24,201000,25.0,CDI,5140000,36,3,Bon,2030000.0,Marié,1,1
21,708000,18.0,CDI,22370000,120,1,Bon,8260000.0,Divorcé,1,1
63,240000,20.0,Indépendant,8620000,48,0,,2580000.0,Célibataire,3,0
56,407000,,CDD,9990000,60,2,Mauvais,240000.0,Célibataire,0,0
63,169000,24.0,CDD,6360000,48,1,Bon,1240000.0,Célibataire,2,0
49,284000,15.0,CDI,5570000,36,0,Moyen,1210000.0,Célibataire,0,1
57,796000,19.0,Indépendant,9230000,24,2,Moyen,1870000.0,Divorcé,0,1
51,432000,11.0,Fonctionnaire,15480000,120,3,Bon,1380000.0,Célibataire,1,1
64,232000,4.0,Indépendant,3350000,60,1,Bon,670000.0,Marié,0,1
29,274000,6.0,CDD,10610000,12,2,Bon,2060000.0,Divorcé,3,0
62,339000,,CDI,5160000,36,2,Bon,1040000.0,Divorcé,3,1
46,277000,27.0,CDD,6350000,60,1,Moyen,570000.0,Marié,1,1
36,220000,24.0,Indépendant,3980000,60,3,Bon,1210000.0,Marié,5,1
60,175000,25.0,Indépendant,1810000,120,3,Bon,430000.0,Célibataire,0,1
51,615000,6.0,CDI,8020000,48,0,Mauvais,1300000.0,Célibataire,0,1
47,348000,5.0,CDI,10890000,24,1,Mauvais,3860000.0,Marié,1,0
61,251000,8.0,Indépendant,9960000,24,0,Moyen,3150000.0,Célibataire,3,0
42,694000,16.0,CDI,12900000,36,0,Bon,4960000.0,Célibataire,1,1
30,634000,12.0,Indépendant,17070000,84,3,Bon,310000.0,Célibataire,1,1
43,405000,2.0,Indépendant,14120000,60,1,Bon,2310000.0,Marié,1,0
25,819000,15.0,CDI,28170000,36,0,Bon,6900000.0,Célibataire,0,1
57,495000,15.0,CDD,12470000,12,0,Moyen,1960000.0,Marié,0,0
30,226000,13.0,CDD,1960000,12,1,Bon,130000.0,Célibataire,0,0
33,116000,3.0,CDI,1030000,24,0,Bon,60000.0,Divorcé,2,1
53,246000,15.0,CDI,4250000,24,1,Bon,1580000.0,Célibataire,2,1
57,199000,15.0,CDD,1350000,12,1,Moyen,270000.0,Divorcé,3,0
26,151000,25.0,Indépendant,4380000,48,0,Mauvais,1610000.0,Marié,1,0
64,319000,5.0,Indépendant,9100000,12,0,Mauvais,3550000.0,Marié,0,0
55,295000,21.0,CDI,9890000,36,1,Moyen,1040000.0,Marié,2,0
54,558000,29.0,CDD,17540000,120,1,Moyen,5970000.0,Célibataire,0,1
40,80000,19.0,Fonctionnaire,640000,60,0,Moyen,180000.0,Marié,1,1
22,133000,20.0,CDD,1170000,84,3,Moyen,310000.0,Célibataire,0,1
44,334000,20.0,CDI,6880000,84,1,Bon,1460000.0,Célibataire,2,1
38,143000,18.0,Fonctionnaire,3220000,84,3,,770000.0,Marié,3,0
30,80000,12.0,CDD,1050000,24,1,Bon,0.0,Célibataire,1,0
52,417000,18.0,CDI,10620000,48,1,Bon,3570000.0,Célibataire,1,1
32,475000,10.0,CDI,16190000,24,3,,,Célibataire,0,0
22,382000,19.0,Fonctionnaire,5320000,84,4,Moyen,720000.0,Marié,1,1
25,337000,11.0,CDD,3500000,36,1,Bon,890000.0,Marié,3,1
52,152000,6.0,CDD,3960000,24,0,Bon,300000.0,Célibataire,3,0
47,473000,15.0,Indépendant,15280000,12,0,Bon,3830000.0,Célibataire,1,0
34,979000,29.0,CDD,13670000,24,2,Mauvais,3870000.0,Marié,3,1
31,687000,21.0,Indépendant,14890000,48,0,Moyen,1650000.0,Marié,4,1
48,353000,25.0,CDI,12180000,120,0,Bon,4240000.0,Marié,2,1
52,250000,28.0,CDI,3590000,120,0,Mauvais,1340000.0,Célibataire,3,1
39,481000,23.0,CDI,11600000,120,1,Bon,2080000.0,Marié,2,1
33,416000,5.0,Indépendant,5780000,60,2,Bon,,Célibataire,2,1
37,288000,,Indépendant,10850000,120,0,Bon,70000.0,Marié,0,1
49,428000,19.0,CDI,13720000,48,0,Bon,5100000.0,Célibataire,2,1
39,80000,15.0,CDI,2220000,12,4,Bon,810000.0,Célibataire,0,0
45,448000,8.0,Fonctionnaire,13690000,36,0,Bon,4120000.0,Célibataire,1,1
37,561000,18.0,CDI,16770000,36,1,Bon,3440000.0,Divorcé,1,1
34,305000,20.0,CDI,11760000,120,1,Bon,1510000.0,Marié,1,1
40,320000,23.0,CDD,3380000,60,0,Bon,510000.0,Célibataire,2,1
57,895000,29.0,CDI,32490000,36,0,Moyen,4930000.0,Célibataire,1,1
51,292000,25.0,CDI,5090000,60,1,Bon,1640000.0,Marié,3,1
26,80000,27.0,Indépendant,1410000,48,1,Moyen,110000.0,Célibataire,1,1
32,255000,21.0,Fonctionnaire,8100000,48,0,Bon,2610000.0,Célibataire,1,1
46,527000,5.0,CDD,14550000,60,3,Moyen,3480000.0,Marié,1,0
47,95000,23.0,CDI,2750000,120,1,Bon,940000.0,Célibataire,0,1
35,872000,10.0,CDD,13140000,84,3,Bon,4480000.0,Célibataire,3,1
31,260000,14.0,Fonctionnaire,6870000,84,0,Moyen,1540000.0,Marié,1,1
46,282000,20.0,CDI,6590000,36,1,Bon,1580000.0,Marié,3,1
27,362000,6.0,Fonctionnaire,2060000,60,0,Bon,770000.0,Célibataire,2,1
58,252000,23.0,Fonctionnaire,7080000,12,0,Bon,1230000.0,Marié,1,0
44,324000,28.0,CDI,5270000,24,1,Bon,1990000.0,Marié,1,1
47,493000,3.0,CDD,7000000,48,1,Moyen,1610000.0,Marié,0,1
43,321000,20.0,CDI,12730000,84,0,Moyen,1570000.0,Célibataire,1,1
23,536000,13.0,CDD,8690000,120,1,Bon,3160000.0,Célibataire,3,1
38,259000,24.0,CDD,4520000,120,2,Moyen,240000.0,Marié,1,1
32,673000,29.0,CDI,17950000,36,1,Mauvais,5640000.0,Célibataire,0,1
24,297000,11.0,CDI,5760000,60,1,Bon,1920000.0,Marié,3,1
38,260000,8.0,Indépendant,4150000,60,0,Mauvais,740000.0,Marié,1,1
41,318000,23.0,Fonctionnaire,11670000,60,3,Bon,470000.0,Marié,4,1
43,258000,10.0,Indépendant,3360000,24,3,Moyen,560000.0,Célibataire,2,0
35,426000,22.0,Indépendant,8710000,12,2,Mauvais,2240000.0,Célibataire,0,0
43,222000,25.0,CDD,7820000,24,2,Bon,450000.0,Marié,1,0
45,352000,10.0,Indépendant,3780000,60,1,Bon,740000.0,Marié,1,1
34,394000,4.0,CDI,4280000,120,1,Moyen,1310000.0,Célibataire,5,1
23,428000,1.0,CDI,12930000,120,0,Bon,490000.0,Marié,2,1
43,141000,15.0,CDD,4440000,12,0,Moyen,1770000.0,Célibataire,1,0
35,490000,2.0,Indépendant,19520000,36,1,Bon,4070000.0,Marié,2,0
57,99000,23.0,CDD,2880000,60,0,Moyen,720000.0,Marié,1,1
26,139000,29.0,Indépendant,1200000,24,2,Moyen,400000.0,Marié,0,1
59,149000,2.0,CDI,1970000,60,2,Moyen,660000.0,Divorcé,0,1
28,296000,21.0,CDI,11020000,48,3,Bon,430000.0,Célibataire,0,1
31,80000,4.0,Indépendant,830000,84,0,Moyen,290000.0,Célibataire,2,1
43,287000,26.0,CDD,5060000,84,2,Mauvais,370000.0,Marié,0,1
37,247000,,Indépendant,4350000,36,0,Moyen,700000.0,Marié,2,0
48,352000,28.0,CDD,3650000,84,0,Bon,1370000.0,Célibataire,2,1
63,393000,2.0,CDD,2500000,120,0,Mauvais,380000.0,Marié,2,1
43,182000,11.0,CDD,1930000,120,0,Mauvais,710000.0,Célibataire,3,0
37,382000,13.0,CDI,7740000,12,0,Bon,2860000.0,Marié,1,0
25,502000,1.0,Indépendant,13790000,24,3,Bon,5300000.0,Célibataire,1,0
30,352000,16.0,CDD,3150000,120,2,Moyen,160000.0,Célibataire,6,1
38,643000,7.0,Indépendant,17770000,24,3,Moyen,4630000.0,Marié,1,0
43,367000,14.0,Indépendant,5590000,24,1,Bon,1770000.0,Célibataire,0,1
48,369000,3.0,CDI,12770000,84,1,Bon,3140000.0,Marié,0,1
62,379000,2.0,CDD,10630000,84,0,Moyen,590000.0,Marié,1,1
41,414000,13.0,Indépendant,4030000,24,2,Moyen,460000.0,Célibataire,2,1
64,623000,2.0,CDD,9540000,12,1,Bon,1900000.0,Marié,2,0
32,559000,,CDD,14230000,12,1,Bon,4980000.0,Célibataire,1,0
22,91000,,CDI,2790000,24,2,Moyen,610000.0,Célibataire,1,0
59,252000,22.0,CDD,9810000,36,0,Moyen,2860000.0,Célibataire,3,0
44,286000,26.0,CDD,5180000,60,0,Bon,1610000.0,Marié,2,1
29,240000,6.0,Indépendant,2710000,24,1,Bon,540000.0,Marié,4,1
45,316000,7.0,Indépendant,6030000,84,1,Bon,260000.0,Marié,0,1
29,550000,17.0,CDD,4640000,120,0,Bon,1330000.0,Marié,1,1
44,153000,8.0,Indépendant,2400000,60,1,Bon,950000.0,Célibataire,4,1
35,232000,10.0,CDD,5980000,84,1,Moyen,1620000.0,Célibataire,1,1
43,272000,19.0,CDD,7650000,120,0,Bon,2670000.0,Célibataire,3,1
38,407000,22.0,CDD,6810000,60,0,Mauvais,820000.0,Marié,3,1
50,322000,14.0,CDI,11890000,60,2,Moyen,2340000.0,Célibataire,3,0
29,258000,14.0,Indépendant,8310000,60,0,Mauvais,990000.0,Célibataire,0,0
48,819000,15.0,Indépendant,30920000,84,2,Bon,11400000.0,Marié,2,1
46,154000,6.0,CDD,5780000,12,1,Bon,90000.0,Divorcé,0,0
31,273000,15.0,Fonctionnaire,5070000,36,2,Bon,490000.0,Marié,1,1
47,149000,29.0,CDI,1260000,12,1,Bon,250000.0,Célibataire,1,1
32,210000,27.0,CDD,8160000,12,0,Bon,490000.0,Célibataire,1,0
49,423000,10.0,Fonctionnaire,14340000,60,3,Bon,5210000.0,Marié,0,1
63,185000,17.0,Fonctionnaire,5200000,48,0,Moyen,30000.0,Marié,0,1
59,768000,8.0,Fonctionnaire,29050000,120,0,Mauvais,8450000.0,Marié,3,1
30,90000,13.0,CDI,2460000,60,1,Mauvais,190000.0,Divorcé,1,0
58,569000,29.0,Indépendant,21530000,120,1,Moyen,6420000.0,Divorcé,1,1
56,185000,22.0,Indépendant,7050000,84,1,Bon,1200000.0,Marié,3,1
41,158000,15.0,CDI,5510000,36,5,Bon,690000.0,Célibataire,3,0
63,355000,0.0,Indépendant,3020000,12,3,Bon,720000.0,Marié,1,0
26,297000,5.0,Indépendant,7590000,36,1,Bon,220000.0,Célibataire,3,0
41,317000,27.0,CDI,6680000,12,1,Moyen,2110000.0,Célibataire,2,0
61,342000,7.0,Indépendant,10790000,84,0,Mauvais,2040000.0,Célibataire,2,0
53,642000,2.0,Indépendant,6550000,120,3,Bon,1220000.0,Célibataire,1,1
31,427000,5.0,CDD,13150000,48,3,Bon,4940000.0,Marié,4,0
57,292000,6.0,Fonctionnaire,8040000,60,3,Bon,120000.0,Marié,0,1
43,233000,0.0,CDD,8490000,36,0,Bon,790000.0,Marié,2,0
50,240000,22.0,CDI,3530000,120,0,Bon,1150000.0,Divorcé,0,1
39,423000,19.0,CDI,11830000,36,0,Bon,3800000.0,Marié,3,1
25,190000,15.0,CDI,5890000,24,0,Bon,20000.0,Célibataire,2,0
35,80000,0.0,CDI,2740000,36,0,Bon,240000.0,Marié,3,0
46,451000,13.0,CDI,8340000,120,1,Moyen,2830000.0,Marié,2,1
55,301000,1.0,CDI,4840000,84,0,Bon,1380000.0,Marié,2,1
54,402000,21.0,Indépendant,8850000,36,3,Bon,2030000.0,Divorcé,2,1
36,167000,22.0,CDD,5890000,84,0,Mauvais,310000.0,Marié,0,0
36,280000,17.0,Fonctionnaire,6230000,60,0,Moyen,420000.0,Célibataire,2,1
55,377000,25.0,Indépendant,12090000,120,2,Bon,2430000.0,Marié,1,1
34,397000,29.0,CDI,9310000,84,1,Moyen,530000.0,Divorcé,3,1
48,132000,25.0,CDD,2720000,12,3,Bon,440000.0,Célibataire,1,0
54,450000,24.0,Indépendant,17080000,60,2,Moyen,1420000.0,Divorcé,2,1
61,318000,9.0,CDD,7070000,36,1,Bon,2220000.0,Célibataire,1,1
64,380000,15.0,CDI,12600000,60,5,Mauvais,700000.0,Marié,2,0
37,169000,14.0,CDD,1080000,120,1,Mauvais,50000.0,Célibataire,0,1
28,100000,12.0,Fonctionnaire,1050000,120,2,Bon,300000.0,Célibataire,1,1
46,223000,25.0,Indépendant,4920000,36,2,Bon,1150000.0,Célibataire,2,1
63,531000,21.0,CDI,11340000,60,1,Mauvais,190000.0,Célibataire,1,1
43,330000,11.0,CDI,6370000,120,1,Bon,230000.0,Marié,3,1
28,229000,10.0,CDI,9090000,60,1,Mauvais,1750000.0,Célibataire,4,0
21,341000,1.0,Indépendant,8870000,84,3,Moyen,1600000.0,Marié,1,0
39,184000,3.0,Indépendant,3260000,24,6,Bon,910000.0,Marié,1,0
24,356000,29.0,CDD,14180000,120,1,Bon,1170000.0,Célibataire,2,1
47,155000,28.0,Indépendant,1010000,24,4,Mauvais,80000.0,Célibataire,1,0
33,227000,28.0,CDI,8510000,84,1,Bon,1570000.0,Marié,3,1
38,198000,2.0,Fonctionnaire,2720000,12,0,Moyen,460000.0,Célibataire,1,0
25,546000,9.0,CDI,9260000,48,0,Mauvais,620000.0,Marié,2,1
64,557000,4.0,CDI,6210000,120,1,Mauvais,1770000.0,Célibataire,1,1
38,253000,3.0,CDI,10040000,24,1,Bon,1590000.0,Marié,1,0
41,553000,14.0,CDD,18750000,48,2,Bon,760000.0,Marié,1,1
21,458000,16.0,Indépendant,4140000,60,1,Bon,370000.0,Marié,2,1
41,295000,8.0,CDD,1810000,60,1,Bon,550000.0,Célibataire,3,1
47,678000,24.0,Indépendant,22300000,84,0,Moyen,4790000.0,Divorcé,1,1
52,598000,24.0,Fonctionnaire,15330000,24,1,Bon,40000.0,Marié,2,1
40,211000,0.0,CDI,4630000,84,2,Moyen,1700000.0,Célibataire,0,1
21,565000,17.0,CDD,14110000,12,2,Moyen,4400000.0,Célibataire,1,0
40,428000,,CDI,8370000,24,2,Mauvais,3130000.0,Marié,2,0
50,697000,7.0,CDI,15150000,36,0,Moyen,2150000.0,Marié,1,1
24,519000,25.0,Indépendant,14430000,60,0,Moyen,2800000.0,Célibataire,2,1
38,917000,13.0,Fonctionnaire,17840000,84,2,Bon,1960000.0,Marié,1,1
27,164000,17.0,Fonctionnaire,1100000,36,0,Bon,230000.0,Marié,2,1
36,293000,17.0,CDI,3880000,24,1,Moyen,640000.0,Célibataire,3,0
38,1115000,23.0,CDI,12140000,24,0,Bon,1320000.0,Divorcé,4,1
53,307000,14.0,CDD,3630000,12,4,Mauvais,1150000.0,Marié,2,0
48,245000,14.0,CDD,2500000,12,2,Bon,320000.0,Marié,3,0
56,418000,17.0,CDD,8310000,48,2,Mauvais,50000.0,Marié,0,0
38,307000,24.0,CDD,8510000,12,2,Bon,1840000.0,Marié,0,0
47,231000,27.0,CDI,6040000,48,2,Bon,210000.0,Marié,1,1
43,485000,3.0,CDD,7040000,24,1,Moyen,1340000.0,Célibataire,0,1
54,145000,24.0,CDI,2570000,36,1,Mauvais,830000.0,Marié,2,0
31,177000,,CDD,4450000,24,1,Mauvais,1230000.0,Célibataire,1,0
57,539000,12.0,Indépendant,17630000,48,3,,490000.0,Célibataire,2,0
63,613000,12.0,CDD,18490000,120,3,Bon,2300000.0,Marié,2,1
26,120000,28.0,CDI,700000,60,1,Bon,260000.0,Marié,1,1
42,447000,26.0,Indépendant,14240000,24,1,Bon,630000.0,Divorcé,1,0
54,125000,21.0,Indépendant,3250000,120,3,Bon,860000.0,Célibataire,0,1
53,598000,25.0,Fonctionnaire,19940000,48,3,Bon,4350000.0,Célibataire,0,1
64,535000,21.0,CDI,4190000,12,1,Moyen,660000.0,Marié,1,1
51,545000,19.0,CDI,15130000,12,1,Moyen,3290000.0,Marié,0,0
54,774000,18.0,Indépendant,6350000,36,1,Mauvais,1920000.0,Marié,1,1
61,339000,29.0,CDD,4720000,120,2,Moyen,790000.0,Marié,1,1
31,157000,14.0,CDI,5980000,60,0,Bon,1170000.0,Célibataire,0,1
52,199000,11.0,CDD,4410000,60,3,Bon,1040000.0,Marié,3,0
30,315000,21.0,Indépendant,3580000,84,0,,410000.0,Marié,2,1
26,139000,21.0,Fonctionnaire,3480000,120,2,Mauvais,430000.0,Marié,0,1
40,226000,5.0,CDI,4270000,36,1,Bon,630000.0,Marié,3,0
47,428000,12.0,CDI,5580000,84,1,Mauvais,1540000.0,Célibataire,2,1
33,249000,26.0,CDI,6870000,60,0,Bon,1950000.0,Marié,2,1
25,397000,29.0,Fonctionnaire,4890000,12,2,Bon,1640000.0,Marié,0,1
63,592000,0.0,CDI,17840000,24,5,Bon,3760000.0,Marié,0,0
22,217000,23.0,CDD,8320000,84,2,Mauvais,230000.0,Marié,0,0
47,80000,26.0,CDD,2990000,48,0,Moyen,970000.0,Marié,2,0
59,149000,20.0,Indépendant,1380000,24,1,Bon,180000.0,Marié,0,1
22,810000,27.0,CDD,14530000,120,2,Bon,4310000.0,Marié,3,1
37,314000,2.0,Indépendant,2700000,120,2,Bon,940000.0,Marié,2,1
43,167000,22.0,CDI,4570000,24,0,Moyen,620000.0,Célibataire,2,0
31,263000,,CDD,1700000,84,1,Moyen,170000.0,Divorcé,3,1
55,182000,0.0,Indépendant,5800000,12,2,Bon,650000.0,Célibataire,1,0
44,449000,13.0,CDD,15410000,36,0,Bon,220000.0,Marié,1,1
36,536000,8.0,CDI,20950000,60,0,Moyen,990000.0,Marié,1,0
27,572000,26.0,Fonctionnaire,20890000,12,1,Bon,8280000.0,Célibataire,1,0
31,746000,6.0,CDI,8500000,120,3,,2200000.0,Célibataire,4,1
56,412000,13.0,CDI,10700000,84,1,Bon,430000.0,Marié,1,1
28,647000,20.0,Indépendant,18520000,24,2,Mauvais,3650000.0,Marié,3,0
47,213000,14.0,CDI,5650000,60,0,Bon,2090000.0,Marié,2,1
64,344000,1.0,Fonctionnaire,2970000,36,3,Bon,880000.0,Marié,2,1
47,105000,25.0,CDI,3190000,60,0,Bon,530000.0,Marié,4,1
27,290000,,CDD,5450000,12,0,Bon,330000.0,Célibataire,1,0
23,265000,23.0,CDI,6510000,24,0,Moyen,460000.0,Célibataire,1,0
26,80000,9.0,Fonctionnaire,2240000,84,0,Moyen,640000.0,Marié,0,1
38,404000,10.0,CDD,2610000,36,1,Mauvais,920000.0,Marié,1,1
21,957000,2.0,CDI,18620000,36,1,Bon,4080000.0,Célibataire,1,1
23,378000,24.0,Fonctionnaire,3100000,12,4,Moyen,570000.0,Marié,1,0
23,516000,23.0,CDD,7100000,84,0,Bon,1320000.0,Célibataire,0,1
41,582000,0.0,Fonctionnaire,13340000,48,4,Mauvais,580000.0,Marié,0,0
22,345000,15.0,CDD,12130000,48,0,Bon,2370000.0,Marié,5,0
59,80000,8.0,CDD,1290000,60,0,Bon,180000.0,Divorcé,1,1
29,667000,18.0,CDI,20350000,36,0,Bon,7920000.0,Marié,3,1
31,318000,0.0,CDI,3860000,60,0,Bon,910000.0,Célibataire,3,1
60,147000,23.0,CDI,3160000,84,1,Moyen,430000.0,Marié,4,1
31,669000,3.0,Indépendant,24090000,36,2,Bon,1200000.0,Célibataire,2,0
34,664000,2.0,Indépendant,16010000,84,0,Moyen,1010000.0,Marié,3,1
62,80000,12.0,CDD,680000,36,2,Moyen,240000.0,Célibataire,1,1
51,145000,,Fonctionnaire,2850000,84,1,Bon,950000.0,Marié,0,1
21,323000,,CDD,6720000,120,1,Mauvais,1520000.0,Célibataire,2,1
61,120000,26.0,Indépendant,4470000,60,1,Moyen,1780000.0,Marié,3,0
41,83000,9.0,Indépendant,2440000,24,2,Moyen,740000.0,Marié,3,0
38,562000,24.0,Indépendant,5440000,12,0,Bon,1490000.0,Marié,3,1
39,139000,21.0,CDI,4680000,84,2,Bon,610000.0,Marié,3,1
64,290000,2.0,Indépendant,2090000,60,3,Mauvais,740000.0,Célibataire,2,0
62,193000,27.0,CDD,1290000,84,4,,140000.0,Célibataire,2,1
28,324000,10.0,Fonctionnaire,7740000,120,0,Moyen,290000.0,Célibataire,0,1
25,1092000,27.0,Indépendant,24540000,120,2,Bon,330000.0,Célibataire,0,1
31,314000,25.0,CDD,6820000,60,1,Bon,1220000.0,Marié,1,1
39,608000,20.0,Fonctionnaire,12790000,120,0,Bon,480000.0,Célibataire,0,1
21,625000,14.0,CDI,20160000,60,2,Bon,7490000.0,Divorcé,1,1
21,363000,17.0,Indépendant,6250000,36,1,Mauvais,370000.0,Marié,4,0
39,138000,12.0,CDD,5330000,120,0,Moyen,1810000.0,Marié,1,1
32,100000,17.0,Fonctionnaire,1000000,24,2,Bon,360000.0,Marié,2,1
53,376000,7.0,CDD,8140000,60,1,Bon,1700000.0,Marié,1,1
46,526000,14.0,Fonctionnaire,14190000,60,0,Mauvais,3930000.0,Marié,5,1
60,522000,4.0,Indépendant,11270000,84,2,Bon,2380000.0,Célibataire,3,1
33,80000,23.0,CDI,2840000,84,1,Moyen,810000.0,Marié,1,0
41,477000,20.0,CDI,17710000,48,2,Moyen,5500000.0,Marié,1,1
21,394000,28.0,Indépendant,6600000,48,0,Bon,1500000.0,Marié,1,1
32,484000,22.0,CDI,4740000,12,2,Moyen,1460000.0,Divorcé,0,1
52,763000,18.0,CDI,28480000,12,3,Bon,1890000.0,Marié,1,0
63,500000,10.0,CDI,15030000,84,2,Moyen,540000.0,Célibataire,1,1
37,188000,19.0,Indépendant,1540000,48,1,Moyen,80000.0,Divorcé,1,1
45,80000,14.0,Indépendant,3110000,36,1,Bon,90000.0,Célibataire,0,0
63,806000,19.0,Indépendant,12430000,24,2,Bon,4120000.0,Divorcé,1,1
55,195000,11.0,Indépendant,6790000,120,0,Bon,960000.0,Marié,2,1
57,167000,20.0,CDD,3730000,12,2,Moyen,370000.0,Marié,1,0
46,237000,28.0,CDI,3200000,60,0,Moyen,230000.0,Divorcé,3,1
32,172000,6.0,Indépendant,1710000,36,1,Bon,530000.0,Célibataire,5,1
60,490000,10.0,Fonctionnaire,16480000,12,5,Bon,4230000.0,Marié,0,0
33,328000,7.0,CDD,6370000,12,3,Bon,1050000.0,Marié,0,0
40,576000,17.0,CDI,11630000,84,1,Bon,2420000.0,Marié,1,1
61,174000,22.0,Indépendant,2790000,48,1,Moyen,210000.0,Divorcé,1,1
50,148000,10.0,Indépendant,5230000,60,1,Moyen,1490000.0,Marié,2,0
49,922000,0.0,Indépendant,30890000,12,1,Mauvais,830000.0,Marié,4,0
52,316000,6.0,Fonctionnaire,2160000,36,1,Bon,480000.0,Marié,3,1
53,478000,20.0,Fonctionnaire,12320000,120,2,Bon,1080000.0,Divorcé,1,1
26,80000,3.0,Indépendant,1220000,24,1,Bon,250000.0,Célibataire,0,0
35,505000,24.0,Indépendant,13450000,60,1,Mauvais,4740000.0,Marié,1,1
24,195000,15.0,Fonctionnaire,2290000,60,3,Moyen,320000.0,Célibataire,1,1
51,202000,8.0,Indépendant,1590000,24,1,Bon,70000.0,Célibataire,3,0
35,880000,5.0,CDD,28110000,60,1,Moyen,10720000.0,Marié,0,1
53,506000,4.0,Fonctionnaire,12320000,24,2,Mauvais,3960000.0,Célibataire,5,0
40,228000,16.0,CDI,5020000,24,2,Bon,830000.0,Marié,2,0
53,114000,15.0,Indépendant,1500000,84,2,Bon,190000.0,Célibataire,4,1
38,296000,4.0,CDD,5220000,84,2,Bon,1380000.0,Marié,0,1
59,182000,17.0,CDD,2860000,84,2,Mauvais,20000.0,Célibataire,2,0
30,336000,0.0,CDI,11250000,36,2,Bon,4320000.0,Célibataire,1,0
23,315000,21.0,CDI,3330000,60,1,,580000.0,Célibataire,0,1
54,321000,7.0,CDD,2520000,84,3,Mauvais,590000.0,Célibataire,0,1
45,141000,1.0,CDD,5350000,120,1,Bon,1730000.0,Célibataire,0,1
48,191000,,CDD,3580000,120,0,Bon,840000.0,Marié,1,1
41,325000,22.0,Fonctionnaire,3060000,84,0,Moyen,540000.0,Célibataire,1,1
35,342000,10.0,CDD,1990000,36,2,Bon,190000.0,Célibataire,2,1
24,283000,29.0,CDI,8490000,12,0,Mauvais,20000.0,Célibataire,2,0
47,321000,1.0,Indépendant,10600000,48,0,Moyen,2340000.0,Marié,1,0
56,154000,3.0,CDI,4490000,84,1,Bon,1330000.0,Célibataire,2,1
50,287000,16.0,CDD,4100000,120,0,Bon,1310000.0,Célibataire,3,1
31,152000,2.0,CDI,1040000,24,1,Bon,290000.0,Marié,2,1
64,531000,14.0,Indépendant,8700000,12,0,Mauvais,2400000.0,Marié,2,0
45,88000,27.0,CDI,640000,12,2,Moyen,30000.0,Célibataire,1,0
50,300000,28.0,Indépendant,11340000,36,2,Bon,890000.0,Célibataire,1,0
55,489000,16.0,Indépendant,19120000,84,1,Moyen,3360000.0,Marié,3,1
48,87000,12.0,CDI,1910000,36,2,Bon,430000.0,Célibataire,1,0
50,425000,19.0,CDI,12020000,60,0,Bon,1880000.0,Divorcé,1,1
33,80000,22.0,CDD,1500000,60,1,Bon,450000.0,Divorcé,1,1
64,354000,24.0,CDD,4020000,48,0,Moyen,1600000.0,Divorcé,0,1
45,700000,,CDD,21540000,120,1,Bon,7490000.0,Célibataire,1,1
26,274000,10.0,CDI,2160000,24,1,Bon,760000.0,Marié,1,1
