client_id,age,anciennete_mois,conso_data_go,minutes_appel,nb_sms,facture_mensuelle,nb_reclamations,churn
1583,27,42,27.0,165,97,46000,4,1
1584,37,91,48.7,641,153,91700,0,0
1585,54,43,6.5,138,37,16500,0,0
1586,22,79,29.6,427,86,56100,1,0
1587,41,35,49.2,610,82,89500,2,0
1588,31,85,4.2,138,36,7400,2,0
1589,68,37,8.6,564,100,25100,0,0
1590,61,25,26.4,180,88,45700,2,1
1591,56,66,4.9,111,31,10400,2,0
1592,20,74,4.5,127,15,6900,3,1
1593,39,29,15.7,159,96,27200,1,0
1594,32,82,7.9,75,42,15300,3,0
1595,37,50,4.6,435,60,17300,0,0
1596,67,87,18.1,90,93,28200,1,0
1597,48,43,5.6,133,16,14000,4,1
1598,68,21,32.0,436,109,60400,0,0
1599,45,38,56.9,578,85,101300,1,1
1600,26,42,32.6,116,42,51700,2,0
1601,22,42,6.0,90,28,10600,1,0
1602,31,64,5.9,574,140,22400,1,0
1603,49,10,18.0,128,49,31200,3,1
1604,47,33,32.6,531,120,62500,0,0
1605,47,7,2.7,96,18,8800,0,0
1606,44,26,2.8,131,10,9200,1,0
1607,28,74,6.4,134,47,13700,1,0
1608,53,38,3.0,148,43,9900,0,1
1609,30,12,2.8,116,45,8800,1,0
1610,43,2,46.3,625,135,84700,0,0
1611,65,27,6.5,539,137,23300,1,0
1612,54,81,24.1,181,83,42600,0,0
1613,34,23,41.9,572,157,79800,2,0
1614,45,29,3.6,470,74,18800,2,0
1615,49,55,7.3,309,131,20600,4,1
1616,40,8,2.7,70,23,6800,2,0
1617,59,17,5.4,130,29,12800,0,0
1618,18,55,4.1,549,136,22400,3,0
1619,35,82,9.2,523,112,25600,5,1
1620,62,68,4.3,130,21,10600,4,0
1621,48,27,31.3,91,37,50900,4,1
1622,46,37,2.1,91,42,6700,0,0
1623,40,90,7.6,112,18,16300,1,0
1624,68,81,22.4,163,32,40200,0,0
1625,25,24,59.9,556,109,106000,3,1
1626,32,67,55.1,507,108,97700,0,0
1627,18,41,19.4,165,41,34700,3,1
1628,35,14,2.7,129,44,8900,1,0
1629,24,31,3.5,79,25,2600,2,0
1630,50,11,5.6,316,106,16300,0,0
1631,52,26,36.1,785,176,78400,2,0
1632,35,88,7.8,92,29,14200,0,0
1633,46,78,7.0,407,72,22200,2,0
1634,46,53,51.4,411,155,90400,1,1
1635,33,26,5.4,55,17,10900,0,0
1636,31,61,44.6,746,172,87500,0,1
1637,43,40,17.7,166,46,30500,3,1
1638,45,56,7.1,400,73,21300,0,0
1639,36,72,9.1,423,63,25700,2,0
1640,26,84,5.9,324,147,16100,2,0
1641,35,66,55.5,410,184,94600,4,1
1642,47,44,6.3,489,138,24100,2,0
1643,47,72,27.2,85,60,44700,2,0
1644,60,89,15.6,187,41,29500,2,0
1645,51,64,49.9,535,198,89700,1,0
1646,41,52,6.8,72,20,11600,2,0
1647,41,85,30.8,120,35,46400,2,0
1648,24,31,7.3,98,38,13900,2,0
1649,61,45,4.6,111,30,13000,1,0
1650,51,36,34.1,141,36,56800,1,0
1651,67,50,3.9,71,26,4800,1,0
1652,34,10,31.2,106,41,50100,1,1
1653,37,12,7.3,318,134,19400,1,0
1654,35,22,34.9,156,50,57800,2,1
1655,65,21,6.5,443,109,21400,4,0
1656,45,28,26.0,96,65,41700,3,1
1657,24,12,3.8,70,45,8900,1,0
1658,55,48,5.8,356,98,21100,2,0
1659,27,63,34.7,156,37,53000,1,0
1660,31,83,29.9,189,44,50000,4,1
1661,65,94,5.9,130,32,14300,0,0
1662,22,22,59.4,645,119,110200,1,0
1663,48,67,5.9,134,25,10300,1,0
1664,55,82,17.8,166,38,33100,2,0
1665,69,85,16.3,191,95,30900,3,0
1666,22,3,25.9,601,145,56200,0,0
1667,26,36,7.5,92,30,13600,1,0
1668,22,44,7.3,127,22,13800,1,1
1669,22,15,9.4,340,59,22700,3,1
1670,51,2,28.9,645,143,63500,1,1
1671,42,8,31.2,184,51,51100,3,1
1672,46,20,37.9,798,88,73600,1,1
1673,45,27,2.9,91,16,7900,2,1
1674,34,1,38.4,405,157,69000,2,1
1675,45,77,2.7,77,42,4100,0,0
1676,30,16,4.9,565,75,23800,4,0
1677,45,44,30.3,649,100,61100,3,1
1678,33,18,4.6,112,28,11800,2,1
1679,24,47,5.1,487,144,20100,4,1
1680,69,92,24.7,146,92,43600,0,0
1681,26,61,2.8,82,33,4700,1,0
1682,66,45,7.0,91,42,13300,1,0
1683,61,12,8.9,338,54,21800,1,0
1684,24,21,16.8,118,67,29000,2,1
1685,27,82,32.9,118,53,51500,2,0
1686,44,51,2.5,65,38,6600,4,1
1687,40,13,2.5,129,45,5700,1,0
1688,36,47,4.5,113,24,8300,0,0
1689,39,70,9.8,310,56,19300,2,0
1690,51,9,4.0,70,23,7900,4,1
1691,44,31,5.5,139,39,12500,5,1
1692,42,55,21.8,128,91,35000,0,0
1693,20,74,7.7,149,11,19300,1,0
1694,65,62,22.0,148,83,37900,2,0
1695,27,54,22.6,142,37,37000,3,0
1696,37,78,7.5,540,95,24100,2,0
1697,37,11,20.7,169,33,35700,0,0
1698,60,73,3.7,140,32,12800,2,0
1699,52,71,28.9,706,115,59700,0,0
1700,61,50,5.1,78,45,9800,3,1
1701,67,75,7.7,452,109,25100,2,0
1702,46,61,5.9,486,105,22100,0,0
1703,53,83,7.4,119,30,14200,0,0
1704,50,29,4.8,490,119,20200,5,1
1705,53,85,7.8,544,63,26300,0,0
1706,57,10,27.6,183,55,42900,4,1
1707,56,7,5.5,64,25,12400,2,1
1708,40,4,3.3,95,12,9700,1,0
1709,46,17,51.5,755,136,97800,0,0
1710,68,79,48.7,527,127,88400,0,0
1711,54,91,7.9,76,22,13100,1,0
1712,50,95,6.3,127,22,14100,4,0
1713,18,90,4.9,422,116,17600,4,0
1714,39,14,4.0,482,97,22500,1,0
1715,43,19,7.5,484,111,22700,6,1
1716,58,86,9.8,335,97,21700,1,0
1717,24,39,3.7,585,71,19200,1,0
1718,58,3,5.1,558,75,21100,6,1
1719,55,71,2.2,90,11,5800,0,0
1720,20,4,18.0,94,32,29300,2,0
1721,64,52,3.3,356,124,13600,2,0
1722,57,69,3.9,121,46,9700,0,0
1723,33,11,3.2,117,30,7200,2,1
1724,21,26,15.3,108,84,24000,0,0
1725,48,90,16.8,141,47,26500,2,0
1726,45,41,6.0,127,45,10800,1,0
1727,44,33,5.5,406,106,19400,3,0
1728,45,5,4.1,485,65,18300,2,1
1729,25,84,7.2,128,33,12900,1,0
1730,53,4,4.6,84,38,8300,2,0
1731,44,39,7.8,101,10,16000,0,0
1732,59,22,29.7,193,65,53200,2,1
1733,18,57,37.0,530,159,68800,1,0
1734,22,65,24.4,127,62,37800,2,0
1735,47,44,44.2,695,92,80400,0,0
1736,66,93,5.5,122,42,16000,1,0
1737,37,42,6.9,144,44,13100,2,0
1738,67,48,16.8,155,35,29300,1,0
1739,43,61,7.6,52,23,12300,3,0
1740,21,78,2.4,100,19,8200,2,0
1741,33,28,8.4,363,139,19600,3,1
1742,44,7,7.0,68,22,13300,0,0
1743,62,26,3.9,524,144,20000,3,0
1744,26,65,7.5,87,12,14800,0,0
1745,51,38,6.4,73,27,10800,2,1
1746,36,18,42.7,785,142,83400,0,0
1747,50,15,28.2,154,85,46200,3,0
1748,20,38,3.5,146,23,6000,3,1
1749,54,43,26.9,199,76,44400,2,1
1750,49,49,5.2,113,34,8900,2,0
1751,31,53,6.6,112,36,17100,1,0
1752,34,7,24.8,170,86,40200,2,1
1753,68,24,3.0,140,46,11800,1,0
1754,39,47,6.0,126,19,12800,0,0
1755,35,3,6.1,66,21,10800,0,0
1756,58,87,4.0,142,11,12000,0,0
1757,42,62,23.4,106,72,36800,4,1
1758,54,36,3.0,131,48,8500,1,0
1759,64,16,7.9,61,41,12800,1,0
1760,26,9,15.5,153,94,29700,4,1
1761,50,53,4.4,96,45,8400,0,0
1762,63,61,6.0,53,42,11100,2,1
1763,34,52,6.0,64,16,11600,3,0
1764,31,52,44.2,417,179,77900,1,0
1765,58,4,5.6,150,46,9100,1,0
1766,38,62,29.0,106,51,48700,1,0
1767,21,75,7.7,539,89,27900,2,0
1768,19,61,6.0,350,63,20600,3,1
1769,40,13,7.1,367,142,18400,3,1
1770,62,44,58.5,408,186,99700,0,0
1771,59,46,33.1,161,44,53900,0,0
1772,45,51,2.6,104,46,6400,2,0
1773,66,57,5.8,576,123,26500,3,0
1774,25,87,23.9,160,69,41600,2,0
1775,40,45,4.2,474,77,19800,4,1
1776,24,67,6.9,53,27,11300,1,0
1777,33,44,3.8,331,129,17000,2,0
1778,60,13,2.8,140,13,5500,3,1
1779,59,17,26.9,183,83,46100,2,1
1780,37,80,4.0,106,24,10300,0,0
1781,67,67,2.6,92,47,5800,3,0
1782,31,32,7.9,594,71,26700,1,0
1783,26,90,9.1,496,129,31300,2,0
1784,46,45,3.6,57,24,3700,0,0
1785,28,33,9.6,386,94,25900,1,0
1786,44,65,33.2,673,80,66200,0,1
1787,51,28,18.6,145,60,30500,3,1
1788,58,31,29.1,178,59,49400,4,1
1789,35,15,6.1,435,55,20900,0,0
1790,34,18,32.8,94,92,53400,2,0
1791,51,45,24.3,166,80,41200,1,0
1792,64,78,3.8,511,58,17400,2,0
1793,33,74,2.2,124,24,8200,1,0
1794,64,32,3.2,312,113,11300,1,0
1795,50,81,28.5,130,95,43200,0,0
1796,61,27,15.1,88,62,26300,0,0
1797,69,22,7.1,111,31,12900,1,0
1798,56,93,6.6,511,141,23600,2,0
1799,50,56,4.3,108,16,7500,0,0
1800,23,13,25.8,156,87,39800,3,1
1801,44,44,28.4,194,85,44900,1,0
1802,50,14,3.6,82,38,7500,1,0
1803,40,91,9.5,536,134,27100,3,0
1804,48,41,18.5,98,63,32700,1,0
1805,64,63,2.8,117,34,8800,1,0
1806,51,50,7.4,529,149,27900,1,0
1807,34,82,8.1,405,56,20800,2,0
1808,67,83,40.2,794,141,81300,0,0
1809,31,20,6.8,347,129,24100,2,1
1810,19,18,23.5,127,76,38500,3,1
1811,20,56,5.4,403,146,15900,2,0
1812,19,35,31.0,142,56,51500,3,1
1813,21,13,33.2,198,88,54000,3,1
1814,27,23,20.2,198,39,37300,2,1
1815,40,90,7.7,145,44,15800,1,0
1816,38,94,46.6,418,107,80500,0,0
1817,26,32,22.3,175,47,37500,2,0
1818,28,33,30.6,140,49,52500,2,0
1819,58,36,34.4,109,71,57400,2,1
1820,39,34,5.2,101,39,10500,2,0
1821,39,32,7.8,53,26,13300,1,0
1822,43,7,57.3,590,98,103000,0,0
1823,28,8,6.5,391,125,21600,2,1
1824,55,10,15.4,153,45,27700,4,0
1825,24,30,23.4,88,44,35100,2,1
1826,56,30,6.9,493,85,23700,3,1
1827,29,27,16.3,192,38,27800,2,1
1828,28,48,2.3,74,13,9900,1,0
1829,59,43,16.1,157,54,28700,2,0
1830,24,49,16.3,179,63,30800,0,0
1831,52,94,9.7,534,75,28700,1,0
1832,18,39,57.6,505,133,98300,1,0
1833,50,42,29.0,739,168,65500,1,1
1834,33,6,8.2,433,71,27400,0,0
1835,20,82,23.7,178,93,42100,2,0
1836,21,21,2.8,121,16,8800,3,0
1837,63,88,55.1,437,157,93200,0,0
1838,28,83,48.5,492,169,84100,0,0
1839,64,43,30.3,170,57,48500,2,0
1840,32,66,4.5,328,104,13600,0,0
1841,20,69,44.0,402,169,74700,0,0
1842,20,21,6.7,127,19,16600,3,1
1843,68,78,29.5,147,31,46000,2,0
1844,40,58,54.3,569,124,96500,2,1
1845,58,46,6.1,134,24,12200,1,0
1846,19,14,2.2,136,46,6400,2,0
1847,67,17,32.6,542,172,63300,0,0
1848,50,35,50.2,528,109,84600,0,0
1849,51,14,5.7,120,10,12700,2,0
1850,43,27,30.8,106,48,49800,0,0
1851,29,86,7.0,368,84,21700,2,0
1852,56,27,7.6,371,68,25100,0,0
1853,43,14,9.5,557,88,31100,1,0
1854,34,1,17.0,85,60,30600,7,1
1855,46,73,3.5,371,138,14200,1,0
1856,43,38,9.7,532,105,29500,5,1
1857,43,24,6.4,71,20,11900,0,0
1858,27,25,4.0,143,49,8500,1,0
1859,54,20,5.8,56,48,7100,2,0
1860,56,57,48.6,739,90,90500,0,0
1861,45,22,15.8,136,42,26800,1,1
1862,24,42,9.1,442,124,21200,3,0
1863,51,56,27.6,416,104,52400,0,0
1864,51,17,7.4,124,37,15300,1,0
1865,21,56,2.6,125,30,6300,3,0
1866,58,51,3.4,100,28,11000,2,0
1867,57,5,38.2,706,91,76100,2,0
1868,18,2,8.2,546,135,26900,1,1
1869,65,59,5.5,117,21,12800,1,0
1870,63,32,7.3,89,33,13400,1,0
1871,21,11,3.8,130,34,11600,1,0
1872,65,53,28.7,546,83,54600,0,0
1873,46,34,30.7,81,84,50100,4,1
1874,31,42,58.8,634,146,101800,0,0
1875,64,47,8.8,459,77,24800,3,1
1876,32,74,32.7,641,109,63800,1,1
1877,34,64,24.6,146,91,44400,1,0
1878,60,54,2.3,69,33,6600,3,0
1879,45,19,33.8,139,34,53600,0,0
1880,36,67,36.4,416,162,69100,0,0
1881,59,14,36.2,664,173,71300,1,0
1882,65,47,27.7,151,62,48300,3,0
1883,25,28,18.1,138,82,34000,2,1
1884,32,28,8.3,559,131,26800,0,0
1885,64,76,16.9,101,90,29500,2,0
1886,48,47,2.6,128,33,9800,0,0
1887,33,64,3.6,82,38,8400,1,0
1888,61,7,16.3,193,92,30500,2,1
1889,46,21,5.6,133,49,10900,0,0
1890,18,27,7.2,328,120,19600,1,0
1891,36,58,4.1,515,77,19400,3,0
1892,37,48,30.4,688,89,64500,0,0
1893,29,39,7.2,494,76,25100,2,0
1894,53,43,29.9,195,68,47600,1,0
1895,18,87,4.7,131,42,12600,3,1
1896,62,74,6.0,95,12,14200,1,0
1897,61,60,38.5,698,107,75800,1,0
1898,59,48,8.7,508,82,23500,3,0
1899,44,23,5.1,139,40,10300,1,0
1900,19,59,24.0,117,70,39400,5,1
1901,47,23,8.1,569,109,27400,2,1
1902,34,79,4.6,473,140,22800,1,0
1903,62,53,8.7,459,111,29300,0,0
1904,35,40,40.4,635,131,80100,2,1
1905,52,82,22.2,114,76,38900,0,0
1906,53,51,5.7,475,50,19100,4,1
1907,33,36,5.7,75,42,10300,1,0
1908,57,71,7.6,432,115,21500,2,0
1909,28,56,19.7,197,92,32700,3,0
1910,31,2,5.2,129,38,9600,0,0
1911,24,5,5.5,132,26,10000,0,0
1912,38,46,6.7,405,131,19800,0,0
1913,45,86,2.9,100,24,8000,1,0
1914,43,80,3.1,123,32,9000,0,0
1915,50,69,29.3,149,92,44500,1,0
1916,27,8,4.1,417,134,18800,1,0
1917,50,84,3.3,62,38,4800,0,0
1918,35,90,5.0,55,41,11000,4,1
1919,21,19,6.7,92,46,8800,2,0
1920,63,7,5.1,562,103,22200,3,0
1921,34,21,5.5,107,30,12600,1,0
1922,32,77,18.0,126,68,27100,3,0
1923,29,27,16.5,196,87,29500,1,0
1924,18,56,33.3,121,32,51800,1,0
1925,48,19,6.2,140,13,16200,1,0
1926,65,62,30.2,185,74,52000,0,0
1927,65,30,5.4,94,12,10200,0,0
1928,56,60,3.8,84,36,7200,0,0
1929,66,38,22.6,125,94,38400,2,0
1930,36,40,4.6,120,42,9000,1,0
1931,67,71,15.1,130,61,26700,1,0
1932,48,20,5.5,144,45,13300,1,1
1933,46,30,3.5,144,45,8100,0,0
1934,20,45,5.3,109,39,12300,1,0
1935,54,87,7.8,108,38,13700,1,0
1936,25,39,8.3,324,143,23400,0,0
1937,56,71,8.8,306,63,18100,1,0
1938,67,63,23.8,160,86,38700,4,1
1939,59,34,4.4,57,40,8100,2,0
1940,57,53,9.6,467,138,24600,2,0
1941,19,91,59.8,475,85,103300,0,0
1942,28,20,3.3,136,25,10500,1,0
1943,52,63,5.2,115,30,11600,0,0
1944,19,56,7.4,89,38,14900,0,0
1945,24,65,30.1,128,72,48200,2,0
1946,48,65,6.1,139,36,11900,0,0
1947,24,91,48.4,497,167,90000,2,0
1948,41,64,23.0,150,39,40000,2,1
1949,19,17,7.8,585,103,29300,2,1
1950,33,69,2.2,80,10,5000,2,0
1951,66,44,2.4,67,39,6100,1,0
1952,43,49,2.1,112,31,4400,2,1
1953,46,3,28.0,800,176,63400,0,0
1954,55,81,6.5,75,27,10900,0,0
1955,43,1,7.0,144,36,13000,0,0
1956,43,12,19.2,116,36,29400,1,1
1957,49,83,6.5,113,38,11700,0,0
1958,60,7,2.9,93,46,3400,2,1
1959,26,43,3.5,54,50,2700,1,0
1960,61,8,53.5,766,130,100100,1,1
1961,42,13,55.8,520,137,98100,0,1
1962,35,21,3.5,94,21,9300,0,0
1963,63,62,3.3,541,108,14000,4,1
1964,29,50,7.3,92,17,13400,0,0
1965,37,77,34.1,151,34,56700,3,1
1966,20,74,41.3,569,151,82200,0,0
1967,52,70,2.2,108,37,7200,0,0
1968,50,81,4.4,140,39,10200,0,0
1969,38,31,3.5,533,107,19900,3,1
1970,23,68,4.3,469,99,18700,0,0
1971,49,90,55.7,557,182,100000,1,0
1972,35,25,3.2,64,32,10000,2,1
1973,20,21,7.2,133,18,15100,0,0
1974,33,18,2.0,73,29,4000,1,0
1975,29,91,7.9,72,36,16300,2,1
1976,68,4,3.7,67,41,7000,0,0
1977,58,69,3.7,550,102,18800,4,0
1978,33,90,2.5,66,21,7900,1,0
1979,54,28,22.1,110,95,37900,2,0
1980,25,14,27.0,172,65,46300,1,0
1981,24,94,3.3,105,16,7000,0,0
1982,42,60,4.1,301,137,15200,1,0
1983,29,65,35.3,696,178,73300,2,1
1984,43,42,18.2,152,90,31200,0,0
1985,47,44,29.7,102,57,46400,0,0
1986,62,43,15.4,114,83,26200,0,0
1987,29,67,57.6,588,84,101600,0,0
1988,39,57,55.1,406,116,90700,1,0
1989,55,35,47.7,590,102,87100,2,0
1990,34,87,34.8,187,39,57400,3,0
1991,41,17,6.1,111,14,11000,1,0
1992,47,6,6.3,141,11,10800,0,0
1993,22,79,3.0,52,18,4800,1,0
1994,21,45,57.1,438,186,98200,1,1
1995,67,89,20.1,188,92,34800,0,0
1996,54,67,22.9,82,92,35600,0,0
1997,42,53,7.1,105,48,12800,2,0
1998,51,85,52.9,698,84,98100,0,0
1999,44,52,5.3,111,14,16500,1,0
2000,43,46,4.1,497,87,21500,2,1
2001,20,54,32.5,141,75,52800,1,0
2002,65,58,3.5,353,60,17300,1,0
2003,69,43,9.1,358,101,24700,3,1
2004,25,21,8.1,313,54,20500,4,1
2005,69,45,31.0,102,76,51400,3,1
2006,58,42,18.6,107,87,33600,1,0
2007,58,77,9.4,343,86,20800,1,0
2008,25,20,4.5,105,34,5200,2,0
2009,60,69,7.5,144,22,15500,2,0
2010,38,75,7.6,320,59,19100,0,0
2011,43,47,59.0,664,170,108000,4,1
2012,21,64,9.5,468,143,30100,4,1
2013,25,27,2.1,103,43,7200,1,0
2014,62,56,6.5,508,73,24300,2,0
2015,50,27,46.3,486,98,81200,1,1
2016,56,29,34.8,173,74,57500,2,1
2017,47,44,33.0,105,42,48500,4,1
2018,19,71,27.1,182,75,43700,0,0
2019,61,39,9.5,588,98,29700,5,1
2020,58,63,7.7,81,39,12000,2,0
2021,66,61,6.9,93,46,13300,2,0
2022,34,48,30.3,779,141,66600,0,0
2023,26,13,15.2,83,33,26500,4,1
2024,57,54,22.8,164,96,38100,3,1
2025,56,82,4.8,95,22,10300,4,0
2026,46,56,5.6,125,26,9900,2,0
2027,34,86,4.1,51,41,10600,1,0
2028,23,45,3.8,133,27,11600,1,0
2029,19,27,6.4,488,73,25700,4,1
2030,32,63,3.1,554,120,21500,3,0
2031,21,81,41.2,732,174,82000,2,0
2032,61,38,41.1,575,124,76500,0,0
2033,48,16,2.3,63,27,3800,0,0
2034,27,43,2.6,124,35,6800,2,0
2035,56,46,3.3,318,97,16000,2,1
2036,33,49,2.6,74,10,3500,2,0
2037,41,55,34.4,515,148,68600,3,0
2038,21,76,27.5,174,51,43800,0,0
2039,46,41,30.5,97,96,45400,4,1
2040,38,81,28.0,147,41,46600,1,0
2041,44,63,5.0,89,36,11100,0,0
2042,24,13,24.1,143,92,39300,4,1
2043,33,21,7.1,61,28,12800,0,0
2044,32,28,56.4,757,87,107800,1,0
2045,59,36,3.1,416,141,14900,2,1
2046,20,29,43.7,470,90,79100,1,1
2047,54,87,39.4,466,108,70200,0,0
2048,59,54,9.8,509,135,28600,2,0
2049,59,44,49.4,752,108,90600,1,1
2050,37,82,6.9,310,53,21400,1,0
2051,25,13,18.3,132,49,33300,1,0
2052,23,55,7.8,134,13,13900,0,0
2053,36,9,18.4,113,79,32900,3,1
2054,46,35,26.6,136,75,46100,4,1
2055,55,55,3.6,402,79,14000,1,0
2056,55,45,30.0,733,195,64600,0,0
2057,59,7,4.5,567,102,23100,3,1
2058,24,3,7.7,74,48,11200,0,0
2059,51,42,5.9,100,43,15400,0,0
2060,19,78,48.8,747,179,92700,0,0
2061,51,86,26.1,607,170,57300,0,0
2062,50,74,30.5,184,55,46400,1,0
2063,34,32,5.4,137,10,9900,0,0
2064,38,67,6.7,71,43,12500,0,0
2065,40,13,5.9,105,36,14000,2,1
2066,68,64,44.8,656,88,87600,0,0
2067,21,44,16.0,87,53,26200,1,0
2068,47,65,24.0,82,41,40100,1,0
2069,69,83,6.0,547,82,24300,2,0
2070,46,49,6.7,78,44,10400,0,0
2071,51,70,22.2,127,59,36000,1,0
2072,31,87,31.1,187,61,55600,4,1
2073,19,25,30.1,173,51,49100,2,0
2074,62,46,2.7,132,18,4600,0,0
2075,46,86,17.2,158,39,31000,0,0
2076,68,65,6.0,80,11,12300,0,0
2077,43,82,4.6,113,16,11100,1,0
2078,63,74,29.8,111,64,48200,1,0
2079,67,27,3.3,79,13,10300,1,0
2080,18,91,50.4,451,131,88600,1,0
2081,56,55,4.5,309,101,15800,2,0
2082,50,27,31.6,647,199,70100,0,0
2083,31,82,54.7,712,106,103600,2,1
2084,46,5,7.1,132,20,11200,1,1
2085,58,42,5.4,96,41,10600,1,0
2086,26,48,59.6,672,91,106500,1,0
2087,39,66,34.5,89,85,54200,0,0
2088,43,62,7.9,547,70,27900,4,1
2089,64,74,50.5,790,104,95000,0,0
2090,23,34,6.4,94,24,12900,2,1
2091,37,7,28.5,95,45,48100,2,0
2092,24,46,2.3,82,34,7200,1,1
2093,55,15,7.1,124,27,14700,1,1
2094,68,15,6.3,57,42,11900,0,0
2095,35,41,3.6,62,40,8800,0,0
2096,47,71,7.4,146,29,14900,2,0
2097,30,61,7.5,436,121,21500,2,0
2098,66,44,15.7,147,52,28900,1,0
2099,21,42,4.2,358,72,16300,3,0
2100,32,65,6.0,99,11,8900,1,0
2101,59,67,4.2,99,47,7600,1,0
2102,24,73,17.8,157,82,31200,1,1
2103,69,46,2.3,85,36,3100,1,0
2104,63,45,7.0,472,111,22700,2,0
2105,44,58,31.5,174,93,52900,3,1
2106,19,87,7.8,134,49,16700,0,0
2107,41,76,3.9,333,58,16400,0,0
2108,66,36,3.9,65,16,8400,2,0
2109,48,20,5.3,517,130,19600,0,0
2110,49,55,25.9,154,88,43300,3,0
2111,51,39,2.6,55,15,5600,1,0
2112,38,24,9.7,533,94,26600,2,1
2113,53,75,3.3,498,118,19100,1,0
2114,67,44,5.0,106,21,12100,0,0
2115,28,84,34.7,97,36,52300,2,1
2116,36,19,27.0,150,66,47500,1,0
2117,51,74,6.6,301,141,21200,1,0
2118,62,5,4.8,65,21,11300,0,0
2119,57,8,29.3,172,41,49900,4,1
2120,53,93,46.0,710,194,90300,0,0
2121,44,85,6.6,121,45,13600,2,0
2122,36,49,8.1,336,72,22600,4,0
2123,54,37,6.4,62,41,12700,0,0
2124,61,72,26.6,89,75,42000,0,0
2125,26,73,7.8,60,48,12100,1,0
2126,65,17,19.7,159,96,37000,0,0
2127,36,10,24.6,105,58,38500,3,1
2128,44,63,31.0,407,97,58800,0,0
2129,34,13,49.2,665,164,92500,0,1
2130,53,45,60.0,566,195,104600,1,0
2131,57,50,50.8,746,114,95700,1,0
2132,39,28,20.2,170,71,35500,1,0
2133,50,35,9.3,406,58,21400,0,0
2134,28,8,26.4,676,90,60600,3,1
2135,65,3,6.5,135,38,12400,0,0
2136,36,64,6.8,361,79,20500,1,0
2137,44,43,16.5,154,95,28600,2,0
2138,64,70,2.4,131,18,7900,2,0
2139,18,33,4.1,586,100,23000,1,0
2140,26,41,9.0,512,124,25600,1,0
2141,64,70,3.5,581,83,21100,5,1
2142,41,37,4.5,104,25,9200,3,0
2143,62,14,42.5,629,167,78600,0,0
2144,46,10,21.3,131,98,37700,0,0
2145,57,95,3.1,544,120,20500,4,0
2146,51,45,2.4,143,33,4800,1,0
2147,18,87,8.4,461,84,26900,0,0
2148,49,44,2.1,60,44,2600,0,0
2149,64,47,33.8,104,31,54400,0,0
2150,44,42,8.6,500,145,30400,0,0
2151,54,51,18.4,137,31,29900,5,1
2152,32,76,4.3,333,116,15300,2,0
2153,54,85,25.7,185,48,45700,2,0
2154,19,40,2.8,70,33,9100,1,0
2155,59,33,5.6,145,24,10300,1,0
2156,67,29,2.8,92,14,4300,1,0
2157,35,76,7.8,64,21,11200,1,0
2158,52,68,53.0,682,127,98800,0,0
2159,59,63,2.6,141,36,7300,0,0
2160,39,28,4.5,375,129,17000,5,1
2161,56,40,6.9,393,107,21700,1,0
2162,33,94,4.7,412,96,20000,3,0
2163,60,22,6.1,574,102,18200,3,1
2164,32,12,7.5,65,40,15800,1,1
2165,31,92,53.4,463,181,92700,1,0
2166,63,67,19.3,104,35,31800,5,1
2167,24,67,35.8,538,97,69000,0,0
2168,26,18,7.2,80,48,14900,1,0
2169,53,26,5.1,107,20,10400,2,0
2170,67,50,5.3,120,31,15000,6,1
2171,38,65,7.0,530,70,23400,0,0
2172,68,59,6.6,101,11,11400,1,0
2173,30,87,16.0,137,92,30100,1,0
2174,58,37,19.6,171,34,36900,5,1
2175,47,32,18.0,90,60,26500,4,0
2176,60,53,5.9,136,43,15200,0,0
2177,21,75,47.1,582,155,84900,0,0
2178,36,90,15.5,152,89,29200,5,1
2179,30,61,3.2,143,40,8500,0,0
2180,26,31,16.5,178,32,27800,3,1
2181,65,69,7.8,94,12,14500,1,0
2182,44,16,3.9,407,86,15600,2,1
2183,18,88,3.6,120,31,10800,3,0
2184,20,60,54.5,744,106,98000,1,1
2185,31,32,7.7,103,12,13800,1,0
2186,63,93,3.3,104,29,7500,1,0
2187,50,5,6.5,146,28,13600,0,0
2188,24,67,21.5,171,60,35600,1,0
2189,58,30,16.8,187,95,30300,2,0
2190,44,27,17.8,85,77,31000,1,0
2191,66,77,21.8,90,60,34900,2,0
2192,23,10,3.2,480,113,15800,2,1
2193,67,62,7.3,119,35,16900,1,0
2194,48,66,7.0,77,13,9700,1,0
2195,69,79,6.9,109,17,11600,0,0
2196,32,34,2.7,59,26,6000,2,1
2197,40,51,9.3,576,128,28100,2,0
2198,27,85,44.3,536,172,79500,0,0
2199,63,4,26.8,607,81,54400,1,0
2200,58,44,45.7,651,172,88900,1,0
2201,56,50,4.3,98,40,12400,3,1
2202,43,92,6.5,508,149,23400,5,1
2203,69,42,2.3,52,17,4900,0,0
2204,23,54,8.9,337,73,25100,5,1
2205,45,30,9.3,362,95,22500,1,0
2206,62,2,31.3,197,84,50900,4,1
2207,35,91,29.9,666,81,59200,0,0
2208,58,89,16.3,116,97,29600,0,0
2209,43,1,28.6,141,68,45100,0,0
2210,49,26,6.9,95,18,10300,3,1
2211,31,14,6.1,375,147,20900,3,1
2212,30,17,31.9,98,80,53200,3,1
2213,68,93,26.4,110,65,43700,1,0
2214,24,55,27.2,84,53,39900,1,0
2215,48,20,5.9,323,66,14500,2,1
